قد	لقد
بساطة	ببساطة
إعتقد	إعتقدت
صباح	صباحاً
نوع	نوعا
طريق	طريقه
ذاهب	ذاهبة
كذب	تكذب
كان	كنتي
جين	جيني
لم	لَمْ
سوي	سوياً
خطبة	الخطب
توقف	توقفوا
ليس	لستِ
حياة	حياتنا
قيام	للقيام
ما	مـا
مع	مَع
عم	عمي
إنتظار	الإنتظار
رأى	ترين
مسدس	المسدس
عين	لعين
شهر	الشهر
لحظة	للحظة
قرأ	قرأت
جو	الجو
أتى	سيأتي
أبد	الأبد
صديق	الأصدقاء
كأن	وكأنه
زفاف	الزفاف
من	فمن
أحد	لأحد
طاولة	الطاولة
مانع	تمانع
أمس	بالأمس
وقع	وقعت
إمكان	بإمكاننا
هول	للهول
ثماني	ثمانية
عظيم	العظيم
سيد	السيدات
حالي	الحالي
توجب	يتوجب
في	فيك
خوف	الخوف
موقع	الموقع
صحيح	صحيحاً
حد	الحدود
شخص	شخصا
نافذة	النافذة
انتظر	تنتظر
رأى	رأيتها
ملازم	الملازم
معرفة	لمعرفة
استخدم	تستخدم
فعل	يفعلون
أحمر	الأحمر
كلمة	الكلمة
صعب	صعبة
تحقيق	التحقيق
فضاء	الفضاء
خارج	للخارج
توقف	توقفت
ثلج	الثلج
جيد	جيده
قصد	تقصدين
سيئ	سيئاً
أقوم	اقوم
فعل	لفعل
شاي	الشاي
سؤال	أسئلة
جثة	الجثة
علاج	العلاج
تساءل	أتساءل
غبي	الغبي
ابأس	لابأس
قدر	القدر
استحق	تستحق
رأس	الرأس
تحرك	تحركوا
أمريكي	الأمريكية
على	عليكَ
فوضى	الفوضى
مطبخ	المطبخ
جامعة	الجامعة
جد	جدتي
قليل	قليلة
حتى	وحتى
نجم	النجوم
قلق	قلقة
نفس	بنفسه
أن	لأنهم
ابن	ابنك
قام	يقومون
احتاج	تحتاجين
أمكن	يُمكنني
أعجب	يعجبني
سأل	أسألك
فيديو	الفيديو
سحر	السحر
فضل	تفضلي
سوف	فسوف
داخلي	الداخلية
ولد	أولاد
أكمل	بأكمله
قال	نقول
ثمة	ثمّة
فقد	تفقد
نبيذ	النبيذ
فعل	فعلنا
شكل	الشكل
نهر	النهر
مراقبة	المراقبة
فم	فمك
قام	ستقوم
بيض	البيض
غريب	الغريب
مكتب	مكتبي
أهم	يهمني
أن	بأنّني
اسف	اسفة
نحو	أنحاء
أمر	بأمر
كان	كُنْتُ
سنة	السنوات
قال	وقالت
فعل	نفعله
أسبوع	الاسبوع
دفع	تدفع
منزل	بالمنزل
رؤية	رؤيته
هي	هيه
قصير	قصيرة
أن	أنّكِ
أن	بأنهم
قلب	قلبك
ولد	الولد
ثلاث	الثلاثة
سمح	تسمح
مات	أموت
فتح	افتح
لكن	ولكننا
في	فـي
قادر	قادرة
رأس	رأسه
بريد	البريد
ليل	الليله
قديم	قديمة
أن	أنّني
حقيبة	الحقيبة
عقل	عقلك
ارتدى	ترتدي
ظتط	ظٹط
مليون	ملايين
كلب	الكلاب
وضع	أضع
ل	ليّ
محيط	المحيط
إلى	إليكِ
يو	ليو
جميع	للجميع
وجه	الوجه
سهولة	بسهولة
ضابط	الضابط
طفل	الاطفال
جعل	جعلت
صيف	الصيف
تمام	تمامًا
حمل	يحمل
بسيط	بسيطة
زال	زالت
رب	بربك
درجة	لدرجة
أحضر	سأحضر
لم	فلم
أخبر	أخبره
كامرا	الكاميرا
أخبر	أخبرت
وجه	وجهه
ترك	أترك
صراحة	بصراحة
كذب	كذبت
غادر	غادرت
قال	قلتِ
برنامج	البرنامج
أسفل	الأسفل
إن	فإنه
أشبه	يشبه
لان	لانه
آسف	آسفه
مضى	مضت
إنتظر	إنتظري
وقت	وقتك
جزيرة	الجزيرة
اعتقد	أعتقدت
كون	الكون
قول	قولي
قرار	القرار
كل	كلهم
أول	اول
دخل	يدخل
قدوم	القدوم
ذلك	لتلك
رأى	رأيتك
قتل	تقتل
آن	والان
فعل	بفعل
بحري	البحرية
طفل	طفلة
موافقة	الموافقة
قضى	قضيت
مطلق	مطلقاً
قوة	بقوة
انتهى	انتهيت
هان	هانا
بعيد	بعيدة
أكمل	بأكملها
أخبر	تخبريني
أكل	تأكل
ملك	الملكة
عين	عينيك
وجد	وجدته
سهل	السهل
كان	نكن
قابل	قابلت
خامس	الخامسة
مكان	مكانه
عن	عنهم
ماذا	مـاذا
كان	كانا
سمح	يسمح
اسم	الاسم
إيا	إياه
تكلم	أتكلم
من	مَنْ
عرف	تعرفون
فوز	الفوز
مطاف	المطاف
عادى	عادت
هجوم	الهجوم
سوي	سوية
أدخل	ادخل
اعتقد	نعتقد
اعتقد	وأعتقد
فور	الفور
أخذ	نأخذ
هل	هـل
كأن	كأنه
سأل	تسأل
وحش	الوحش
قارب	القارب
عنا	تعنين
أتى	ستأتي
حادث	حادثة
انتظر	ننتظر
قال	قاله
حالي	حالياً
مريض	مريضة
توقف	يتوقف
جيد	الجيدة
اخبر	اخبرك
حقير	الحقير
والد	والده
ترك	تترك
رجا	أرجو
وحد	لوحدي
ان	انة
جد	جدّاً
سيارة	سيارتك
دفع	يدفع
تصوير	التصوير
علاقة	العلاقة
أراد	تريدون
قاعدة	القاعدة
كلا	كلاهما
أبقى	تبقي
وثق	تثق
ثقة	الثقة
موقف	الموقف
حياة	حياتها
نجح	ينجح
بقي	بقيت
نووي	النووي
كان	تكونين
عام	عاما
غبي	غبية
سادس	السادسة
جميع	جميعهم
أخذ	سآخذ
كافي	كافية
طريق	الطرق
قام	سيقوم
أن	أنهُ
أسف	للأسف
جميع	جميعكم
قائمة	القائمة
وجب	ويجب
مساء	المساء
جعل	تجعلني
قسم	القسم
بين	وبين
عن	عنكِ
مركز	المركز
جين	جينا
وحيد	وحيدة
كلمة	كلمات
أرسل	أرسلت
أعمل	اعمل
عام	العامة
مساعدة	للمساعدة
تحقيق	التحقيقات
دخول	بالدخول
فور	فوراً
هان	هانك
أفهم	افهم
فرقة	الفرق
هنا	هنـا
شاطئ	الشاطئ
حسن	حَسَناً
عالي	عالية
عذر	عذرا
إنسان	أناس
سبق	يسبق
مجدد	مجددًا
اثنين	الاثنين
بدل	بدلا
مال	الأموال
أسود	السوداء
كذب	الكذب
رابع	الرابعة
واثق	واثقة
أمكن	يُمكن
عاش	نعيش
داخل	بداخل
أخذ	اخذ
سبت	السبت
كتاب	الكتب
هرب	الهرب
تناول	لتناول
سيئ	السيئة
هذا	هذهِ
أحد	أحدكم
أحضر	احضر
ذاهب	ذاهبون
رابع	الرابع
حين	الحين
نادي	النادي
عمر	عمره
ارتدى	يرتدي
حد	الحد
جمعة	الجمعة
زوج	زوجها
رغب	يرغب
هوى	أهو
مطعم	المطعم
نوم	للنوم
لن	لَنْ
مليء	مليئة
عرف	أعرفك
أراد	أردتُ
عنا	يعنى
رقيب	الرقيب
أكبر	الأكبر
معركة	المعركة
جيد	جيّدة
استخدم	يستخدم
مسرح	المسرح
ولد	ولدي
أرض	الارض
راحة	الراحة
غادر	تغادر
مسؤول	المسؤول
تفصيل	التفاصيل
جميع	جميعًا
أسف	أسفة
ملك	نملك
بحث	ابحث
مسبق	مسبقاً
حان	الحانة
سريع	سريعاً
أصبح	سيصبح
أيتها	ايتها
عمل	عملنا
حين	أحيانا
ذكر	أذكر
مجيء	المجيء
سيد	سيداتي
أعطى	تعطيني
أبوس	وأبوس
جلس	أجلس
ودع	دع
جيفة	جيف
بوابة	البوابة
جلب	جلبت
حفل	الحفل
أجل	لأجلك
جد	بجد
مثل	مثله
اعتقد	يعتقدون
سن	السن
وقت	لوقت
نفس	أنفسنا
ظن	يظن
شهر	شهور
حال	حالا
أسفل	بالأسفل
رجاء	رجاءاً
روسي	روس
أصبح	اصبح
ثامن	الثامنة
ملك	ملكة
عن	عنا
ثمن	الثمن
بدأ	بدأنا
أتى	أتت
واشنطون	واشنطن
تعالى	تعالوا
سري	السرية
ازل	لازلت
مفضل	المفضلة
كتب	كتبت
صفقة	الصفقة
كوكب	الكوكب
شرطة	بالشرطة
لكن	لكنّه
ترى	تري
ذهب	ذهبنا
ل	لكما
اعتمد	يعتمد
حقيقة	بالحقيقة
أحب	أحبه
تكلم	يتكلم
تصرف	تتصرف
عند	عِنْدي
ذلك	ذلكَ
صديق	صديقتك
أخبر	تخبر
مؤخرة	مؤخرتك
ساعد	يساعد
لون	اللون
لاحظ	لاحظت
فضل	فضلكم
حافلة	الحافلة
وظيفة	الوظيفة
سأل	أسأل
أن	أنكَ
راي	رايان
مبحث	المباحث
نسي	تنسى
إلى	إليهم
رحب	الرحب
لطيف	لطيفاً
هاتف	هاتفك
رائع	رائعا
ذهب	تذهبين
سفر	السفر
عمر	عمري
مفتاح	المفاتيح
مرح	المرح
مخدر	مخدرات
نخبة	نخب
عدالة	العدالة
فصل	الفصل
طيران	الطيران
أشياء	اشياء
نظر	ينظر
وجد	وجدتها
دليل	الأدلة
رحل	رحلت
تعلم	تعلمت
وقت	وقتا
مازال	مازالت
مجموعة	المجموعة
مشكلة	مشكلتك
نهار	النهار
كلا	كلاكما
مرور	المرور
حي	حياً
وضع	يضع
مرحلة	المرحلة
صبي	الصبي
مغادرة	المغادرة
حلوى	الحلوى
كان	لتكون
سطح	السطح
استطاع	يستطيعون
ليس	ليسَ
كان	كانَ
قوة	القوات
حان	حانة
أن	لأنّ
تحدث	للتحدث
حقيقه	الحقيقه
قتل	بقتل
سقط	سقطت
فعل	سيفعل
قال	قلتُ
لعب	يلعب
عمل	يعملون
قريب	قريبة
ساعة	ساعتين
دائم	دائمًا
غضن	غضون
ابنة	ابنتك
كثير	كثيرًا
سحق	سحقاً
شريط	الشريط
سلطة	السلطة
استطاع	استطعت
جندي	الجنود
مباراة	المباراة
ليس	أليست
حق	بحقك
سرق	سرقت
واضح	واضحة
كان	ليكون
نظر	أنظروا
خلفي	الخلفي
داخل	للداخل
قتل	أقتل
آخر	آخرين
بيان	البيانات
سمح	أسمح
رأي	رأيي
أول	لأول
كان	لأكون
تأخر	تأخرت
نفس	لنفسي
حرارة	الحرارة
تمكن	أتمكن
حضر	تحضر
مباشرة	مباشرةً
أمن	أؤمن
نظرة	النظرة
أخت	أختك
خسر	خسرت
جاء	جاءت
ذكي	ذكية
فيلم	الأفلام
تلقى	تلقيت
نحن	فنحن
كنية	لكنى
أعطى	سأعطيك
رأى	تراه
إن	إنّهم
تصرف	التصرف
وقف	تقف
طاب	طابت
جنون	الجنون
ورقة	الأوراق
رد	أرد
مبكر	مبكراً
أحب	أحببت
أبقى	سأبقى
تنفس	التنفس
أمل	الأمل
تحدث	تحدثنا
هروب	الهروب
أعطى	أعطيك
عاد	ستعود
مكان	الأماكن
علوي	العلوي
سابع	السابعة
هرب	هربت
حل	بحلول
روح	الروح
أقل	الاقل
ممتع	ممتعاً
ذهب	الذهب
سريع	السريع
إنترنت	الإنترنت
شيء	لشيء
تخلص	التخلص
يد	اليد
سماح	السماح
تسع	تسعة
هند	الهند
قرن	القرن
قام	تقومين
اتصل	يتصل
هدوء	بهدوء
كثير	بالكثير
ودع	دعه
أطلق	تطلق
جنرال	الجنرال
صوت	صوتك
كابتن	الكابتن
فعل	تفعلون
هنا	لهنا
ود	أودّ
حي	الحي
أمكن	يُمكنك
مر	يمر
إطلاق	الاطلاق
عين	عيني
كان	كَانتْ
رأى	سأراك
ما	فما
عند	عندنا
جرى	تجري
من	منّا
حدث	حدثت
سيد	السيّد
وقف	يقف
بحث	للبحث
حاول	سأحاول
دار	يدور
سمك	السمك
ملبس	ملابسك
تدريب	التدريب
وحد	وحده
أخبر	أخبرته
فهم	تفهمين
جلس	تجلس
قادم	قادمون
اكتشف	اكتشفت
عضو	أعضاء
ليس	ألست
عمر	بعمر
سعادة	السعادة
خدمة	الخدمة
مزح	مزحة
ودع	دعوني
تمكن	تمكنت
أدرك	أدركت
عن	عمّا
أوان	الأوان
أول	الاول
بشرية	البشرية
أغنية	الأغنية
علاقة	علاقتنا
باراك	بارك
شاهد	شاهدت
عن	عنّي
كون	كونك
إخبار	إخبارك
يمين	اليمين
أجل	أجله
جعل	جعلني
اعترف	أعترف
دليل	الدليل
توقف	توقّف
سبب	لسبب
أخبر	يخبرني
تحديد	بالتحديد
كبير	كبيراً
غريب	غريباً
حاول	يحاولون
فيدرالي	الفيدرالية
خامس	الخامس
عدو	العدو
سير	السير
انتهى	سينتهي
مكان	بمكان
وجود	بوجود
حق	حقّاً
حظ	حظاً
اخبر	اخبرتك
قاد	يقود
حرية	الحرية
بد	بدّ
صدق	يصدق
مستحيل	المستحيل
عمر	عمرك
دفع	أدفع
إمكان	بالإمكان
أن	لانك
واحد	واحدا
أطلق	يطلق
ب	بهِ
بدء	البدء
عنوان	العنوان
آمن	آمنة
شرطي	الشرطي
تكلم	نتكلم
نقد	نقود
سلاح	أسلحة
كان	لكنت
نجح	نجحت
طريق	طريقنا
انتظر	ينتظر
تحرك	يتحرك
شارع	الشوارع
أمير	الأمير
قنبلة	القنبلة
قرية	القرية
إنسان	الإنسان
لكن	لكنّ
جزل	جزيلا
سيارة	سيارات
سريع	سريعة
طارئة	الطوارئ
رؤية	لرؤيتك
طفل	الطفلة
حكم	الحكم
رجل	لرجل
توقع	توقعت
وقع	تقع
تهنئة	تهانينا
طريق	طرق
جهاز	الجهاز
أصبح	اصبحت
مجلس	المجلس
إسم	إسمه
حديقة	الحديقة
استمع	تستمع
صنع	صنعت
سعيد	سعداء
كحول	الكحول
عفو	عفواً
مشتبه	المشتبه
عملية	العمليات
أعلى	للأعلى
رجل	رجلا
يسار	اليسار
سعيد	سعيدا
طلب	يطلب
وحد	لوحدك
متجر	المتجر
سرع	بسرعه
وقت	وقتها
دفع	الدفع
مجتمع	المجتمع
غرفة	غرفتي
مسألة	المسألة
عاد	سيعود
اسم	باسم
سوق	السوق
جدي	بجدية
مرء	المرء
أصبح	ستصبح
ظهر	الظهر
حد	حدود
واقع	بالواقع
واحد	الواحد
وقت	الأوقات
مشغول	مشغولة
مريض	المريض
شمال	الشمال
فكر	يفكر
أأنت	أأنتِ
أراد	أرادت
مستوى	المستوى
حركة	الحركة
عام	أعوام
سري	سرية
رصاص	الرصاص
رجا	أرجوكم
نصف	ونصف
حضور	الحضور
إجابة	الإجابة
قلق	القلق
طريقة	بالطريقة
دور	دورك
عفو	عفوا
كان	أكان
ترك	اترك
رأى	أراكِ
ترك	يترك
أي	أيا
مجرد	مجرّد
اذهب	اذهبوا
نفس	أنفسهم
إلى	إليكم
يا	يـا
بكى	تبكي
طفل	طفلاً
جمال	الجمال
أحمر	الحمراء
كان	يَكُونَ
إسم	إسمي
ذلك	تلكَ
مناسب	مناسبة
فراش	الفراش
أيام	ايام
عاشر	العاشرة
عند	عنده
قاعدة	القواعد
غضب	الغضب
شكر	الشكر
أن	أنّنا
خبر	الخبر
شخص	شخصٌ
أحب	أحبها
أمام	أمامي
اولى	الاولى
اعتبر	يعتبر
أمام	أمامك
رسالة	الرسائل
عانى	تعاني
دفع	دفعت
نقطة	نقاط
تاسع	التاسعة
لعب	الألعاب
لعب	ألعب
ميت	ميتاً
رغب	ترغبين
عمر	عمرها
أن	لأنكِ
قتل	لقتل
اثنان	الاثنان
شخصي	شخصياً
جاد	جادة
استمر	تستمر
وحدة	الوحدة
بلد	البلد
نظر	نظرت
جسم	الجسم
أفعل	أفعلها
لم	لِمَ
وصول	للوصول
وسع	بوسعك
عنى	يعنيه
أقبل	تقبل
عم	العم
انتظر	انتظروا
ها	هاك
أقل	اقل
ألقى	ألقي
سمى	يسمى
طبيب	الأطباء
شقة	الشقة
أراد	أُريدُ
قمامة	القمامة
مسكين	المسكين
مذهل	مذهلة
سيد	السّيد
دجاج	الدجاج
فعل	فعلتِ
ظهر	ظهرت
خنزير	الخنزير
علم	يعلمون
كوان	كوب
علم	العلم
خطأ	خطأي
جانب	جانباً
عمل	تعملين
عقل	عقلي
أحد	احدهم
يال	يالها
أمريكي	الأمريكي
شعب	الشعب
سباحة	السباحة
ساء	أسوء
عقل	العقل
هكذا	وهكذا
رأى	سنرى
أصدق	اصدق
أخير	أخيرا
ممتع	ممتعة
مر	مررت
قانون	القوانين
بنك	البنك
خمر	الخمر
شرب	تشرب
عيش	للعيش
طبيعي	طبيعية
مطار	المطار
رائع	الرائعة
صالح	لصالح
إثن	الإثنان
طبع	طبعا
مولى	مولي
سفلي	السفلي
أسرع	اسرع
رسالة	رسائل
توقع	تتوقع
على	علـى
طير	الطيور
أجل	لأجلي
مرض	المرض
